"","Valor_credito","Casa_propia","Cuentas_morosas","salario","Sexo","Hijos","carro","Estado_civil","Devuelve_credito"
"16197",48603,"Si","Si",3502,"Femenino",6,"No","Viudo","Si"
"16198",31018,"No","No",8179,"Masculino",7,"No","Soltero","Si"
"16199",56291,"Si","No",8177,"Masculino",1,"No","Viudo","No"
"16200",57090,"Si","No",7109,"Femenino",1,"No","Casado","No"
"16201",90645,"Si","No",5562,"Masculino",4,"No","Divorciado","Si"
"16202",85133,"No","Si",9466,"Femenino",1,"No","Viudo","Si"
"16203",101107,"Si","Si",3357,"Masculino",1,"Si","Casado","Si"
"16204",48473,"No","No",7106,"Femenino",1,"No","Soltero","No"
"16205",43616,"Si","Si",1612,"Femenino",6,"No","Casado","No"
"16206",84449,"Si","Si",10700,"Femenino",1,"Si","Soltero","No"
"16207",104207,"No","No",1572,"Femenino",5,"Si","Viudo","No"
"16208",35989,"No","Si",10992,"Masculino",6,"Si","Casado","Si"
"16209",19495,"Si","No",4990,"Femenino",8,"No","Separado","No"
"16210",86638,"Si","Si",9101,"Masculino",8,"Si","Divorciado","No"
"16211",53261,"No","Si",5741,"Masculino",1,"Si","Divorciado","No"
"16212",49867,"No","Si",2530,"Masculino",7,"No","Divorciado","Si"
"16213",41422,"No","Si",6288,"Femenino",7,"Si","Soltero","No"
"16214",59197,"Si","No",3760,"Masculino",2,"No","Casado","Si"
"16215",83682,"Si","Si",9526,"Femenino",7,"No","Divorciado","Si"
"16216",22348,"No","Si",7568,"Masculino",8,"Si","Viudo","Si"
"16217",37219,"No","Si",4652,"Femenino",7,"No","Soltero","Si"
"16218",65624,"Si","No",7558,"Femenino",6,"No","Soltero","No"
"16219",54997,"Si","No",6697,"Masculino",3,"No","Viudo","Si"
"16220",56716,"Si","Si",2766,"Femenino",2,"No","Divorciado","Si"
"16221",96241,"No","No",7668,"Femenino",1,"No","Separado","No"
"16222",94278,"No","No",6109,"Masculino",0,"No","Separado","Si"
"16223",91607,"No","Si",1695,"Femenino",0,"No","Viudo","Si"
"16224",68918,"Si","No",9011,"Femenino",0,"No","Soltero","No"
"16225",22805,"No","No",8602,"Femenino",8,"Si","Soltero","Si"
"16226",90763,"Si","No",6741,"Femenino",4,"Si","Casado","No"
"16227",104219,"Si","No",5807,"Masculino",4,"No","Divorciado","No"
"16228",35503,"Si","Si",4154,"Masculino",2,"No","Casado","Si"
"16229",83131,"Si","Si",7227,"Femenino",5,"No","Casado","Si"
"16230",58389,"No","No",2497,"Masculino",3,"Si","Casado","No"
"16231",82441,"Si","Si",3042,"Masculino",2,"No","Separado","Si"
"16232",46683,"Si","Si",9216,"Masculino",1,"No","Casado","Si"
"16233",52648,"Si","Si",5376,"Masculino",2,"No","Separado","No"
"16234",52380,"Si","No",3160,"Femenino",8,"No","Divorciado","No"
"16235",42499,"No","Si",8938,"Femenino",0,"Si","Casado","Si"
"16236",32873,"No","Si",2158,"Femenino",5,"Si","Viudo","Si"
"16237",55621,"Si","Si",5086,"Masculino",1,"Si","Soltero","Si"
"16238",68418,"Si","Si",2409,"Masculino",2,"Si","Viudo","No"
"16239",92224,"Si","No",2817,"Masculino",0,"No","Soltero","Si"
"16240",19727,"Si","Si",3073,"Femenino",6,"No","Casado","Si"
"16241",90335,"Si","Si",9115,"Masculino",5,"Si","Divorciado","No"
"16242",31734,"Si","Si",2524,"Femenino",6,"No","Casado","Si"
"16243",104498,"No","No",9364,"Femenino",4,"Si","Casado","No"
"16244",83022,"No","No",5187,"Masculino",4,"No","Divorciado","Si"
"16245",29654,"Si","No",2163,"Femenino",4,"Si","Casado","No"
"16246",85287,"No","Si",8800,"Masculino",4,"Si","Casado","Si"
"16247",48018,"Si","No",3486,"Femenino",7,"Si","Soltero","Si"
"16248",78316,"Si","No",3115,"Masculino",5,"Si","Separado","Si"
"16249",76347,"Si","No",1507,"Femenino",6,"Si","Viudo","Si"
"16250",48023,"No","No",3051,"Masculino",6,"Si","Separado","No"
"16251",82012,"Si","Si",1366,"Femenino",4,"No","Separado","Si"
"16252",58711,"No","No",10101,"Masculino",2,"No","Separado","Si"
"16253",99488,"Si","Si",4828,"Masculino",1,"No","Soltero","Si"
"16254",105420,"No","Si",8600,"Femenino",4,"Si","Separado","No"
"16255",46626,"No","Si",4693,"Femenino",6,"Si","Separado","No"
"16256",29242,"Si","Si",4201,"Masculino",8,"Si","Soltero","No"
"16257",96833,"No","No",2077,"Masculino",8,"No","Casado","Si"
"16258",68682,"No","No",9689,"Femenino",5,"No","Casado","Si"
"16259",44392,"No","No",2460,"Masculino",8,"Si","Casado","No"
"16260",81753,"No","Si",4115,"Masculino",1,"No","Separado","Si"
"16261",33842,"Si","No",4559,"Masculino",1,"Si","Separado","Si"
"16262",73576,"Si","Si",3046,"Femenino",0,"No","Casado","Si"
"16263",47464,"Si","No",1894,"Masculino",2,"No","Separado","No"
"16264",29026,"Si","No",2210,"Masculino",5,"No","Soltero","No"
"16265",92497,"Si","Si",10899,"Femenino",1,"No","Soltero","Si"
"16266",83391,"No","Si",3467,"Masculino",5,"No","Separado","Si"
"16267",86317,"Si","No",10377,"Masculino",2,"Si","Separado","No"
"16268",77847,"No","No",3983,"Femenino",4,"No","Casado","No"
"16269",59624,"Si","Si",3622,"Masculino",4,"No","Separado","No"
"16270",61285,"Si","No",4162,"Femenino",5,"No","Divorciado","No"
"16271",52973,"Si","Si",3528,"Masculino",8,"No","Separado","Si"
"16272",80437,"No","Si",5243,"Femenino",0,"Si","Separado","Si"
"16273",27587,"No","No",2907,"Femenino",6,"Si","Casado","No"
"16274",61241,"No","Si",4974,"Femenino",3,"Si","Soltero","No"
"16275",40647,"No","No",1696,"Masculino",8,"No","Soltero","Si"
"16276",89396,"No","Si",5808,"Masculino",0,"No","Separado","Si"
"16277",42709,"Si","No",6447,"Masculino",7,"Si","Divorciado","No"
"16278",26236,"No","Si",8884,"Femenino",0,"No","Casado","No"
"16279",62639,"Si","No",10366,"Masculino",4,"Si","Divorciado","Si"
"16280",90721,"No","No",4607,"Femenino",4,"No","Separado","No"
"16281",59959,"Si","Si",3787,"Femenino",5,"No","Viudo","Si"
"16282",90441,"Si","No",7724,"Femenino",0,"Si","Divorciado","No"
"16283",63253,"No","Si",8904,"Masculino",7,"No","Divorciado","Si"
"16284",61925,"No","Si",8415,"Masculino",3,"No","Viudo","Si"
"16285",65248,"No","Si",5244,"Femenino",5,"No","Viudo","Si"
"16286",44396,"No","Si",1481,"Masculino",2,"No","Casado","No"
"16287",62495,"No","Si",9574,"Femenino",7,"No","Viudo","No"
"16288",98675,"No","Si",3794,"Masculino",0,"Si","Divorciado","No"
"16289",103794,"Si","Si",3283,"Femenino",5,"Si","Soltero","No"
"16290",53528,"No","No",8136,"Femenino",6,"No","Viudo","No"
"16291",73428,"No","No",10112,"Femenino",5,"Si","Divorciado","No"
"16292",42266,"Si","Si",10786,"Masculino",8,"Si","Separado","Si"
"16293",19708,"Si","No",4935,"Masculino",4,"Si","Viudo","Si"
"16294",71116,"No","No",10570,"Femenino",1,"Si","Soltero","No"
"16295",25826,"No","No",4372,"Masculino",7,"Si","Viudo","No"
"16296",79485,"Si","Si",3322,"Femenino",3,"No","Casado","No"
"16297",90580,"Si","No",7108,"Femenino",7,"Si","Viudo","Si"
"16298",45199,"No","Si",9096,"Femenino",5,"No","Viudo","Si"
"16299",71665,"Si","No",8300,"Femenino",7,"Si","Viudo","No"
"16300",99594,"No","Si",2994,"Femenino",4,"Si","Soltero","No"
"16301",86524,"No","No",8531,"Masculino",8,"No","Viudo","No"
"16302",105338,"Si","No",1849,"Femenino",0,"Si","Casado","No"
"16303",63345,"No","Si",4407,"Femenino",5,"Si","Divorciado","Si"
"16304",60220,"Si","Si",9685,"Femenino",5,"No","Casado","Si"
"16305",73434,"Si","Si",9423,"Masculino",4,"No","Viudo","No"
"16306",22191,"No","No",10425,"Femenino",3,"No","Casado","Si"
"16307",32009,"No","No",8491,"Femenino",8,"No","Viudo","No"
"16308",84753,"No","No",4887,"Femenino",7,"Si","Separado","Si"
"16309",103086,"No","Si",2056,"Masculino",3,"Si","Separado","No"
"16310",92842,"No","Si",3159,"Femenino",8,"No","Separado","No"
"16311",75613,"Si","No",8278,"Femenino",0,"Si","Separado","Si"
"16312",24434,"No","Si",6067,"Masculino",3,"Si","Separado","Si"
"16313",103151,"No","Si",3920,"Masculino",6,"No","Casado","No"
"16314",102536,"Si","No",3070,"Masculino",2,"Si","Separado","No"
"16315",26978,"No","Si",4006,"Masculino",0,"Si","Divorciado","No"
"16316",17827,"Si","No",10105,"Femenino",5,"Si","Divorciado","Si"
"16317",78433,"Si","Si",9494,"Femenino",6,"No","Separado","Si"
"16318",99972,"No","Si",5395,"Femenino",1,"No","Soltero","Si"
"16319",94249,"Si","Si",10632,"Femenino",6,"No","Viudo","No"
"16320",41706,"Si","No",3649,"Masculino",3,"Si","Casado","Si"
"16321",79267,"No","No",9971,"Masculino",2,"No","Viudo","No"
"16322",33593,"Si","No",1964,"Femenino",1,"No","Casado","No"
"16323",98276,"Si","Si",4851,"Femenino",5,"No","Divorciado","No"
"16324",99289,"Si","Si",10956,"Masculino",0,"Si","Casado","Si"
"16325",55328,"Si","Si",1467,"Masculino",5,"No","Separado","Si"
"16326",27289,"No","No",7438,"Femenino",3,"No","Divorciado","No"
"16327",23402,"Si","No",1218,"Masculino",2,"No","Separado","No"
"16328",47020,"Si","No",3120,"Masculino",5,"No","Divorciado","No"
"16329",29426,"Si","No",5617,"Femenino",0,"No","Divorciado","Si"
"16330",76978,"No","No",10507,"Femenino",7,"Si","Divorciado","No"
"16331",69874,"Si","Si",7290,"Masculino",1,"No","Divorciado","No"
"16332",94701,"Si","No",5925,"Masculino",1,"Si","Casado","No"
"16333",42955,"No","No",6020,"Femenino",5,"Si","Divorciado","Si"
"16334",81794,"No","No",3540,"Femenino",4,"No","Viudo","No"
"16335",69457,"No","No",5422,"Masculino",3,"No","Divorciado","Si"
"16336",74463,"No","No",9797,"Femenino",2,"No","Divorciado","Si"
"16337",105297,"Si","Si",10023,"Masculino",1,"No","Viudo","No"
"16338",44350,"Si","No",6516,"Masculino",1,"No","Viudo","Si"
"16339",40899,"No","Si",10162,"Femenino",3,"Si","Viudo","No"
"16340",97849,"No","Si",10793,"Masculino",7,"No","Soltero","No"
"16341",102301,"Si","Si",9561,"Femenino",2,"Si","Separado","Si"
"16342",41805,"No","No",1531,"Femenino",6,"Si","Casado","Si"
"16343",82605,"Si","Si",3624,"Masculino",1,"No","Soltero","No"
"16344",93286,"No","Si",10688,"Femenino",7,"No","Soltero","Si"
"16345",72641,"No","No",6653,"Femenino",1,"No","Divorciado","Si"
"16346",72124,"No","No",7334,"Femenino",5,"No","Soltero","No"
"16347",43596,"No","Si",7030,"Masculino",2,"No","Viudo","No"
"16348",24257,"No","Si",6499,"Masculino",4,"No","Separado","Si"
"16349",21461,"Si","Si",5749,"Masculino",6,"No","Viudo","Si"
"16350",76943,"Si","Si",10451,"Masculino",6,"Si","Divorciado","No"
"16351",94695,"Si","Si",7358,"Masculino",7,"No","Casado","Si"
"16352",56422,"No","Si",1893,"Masculino",5,"Si","Viudo","Si"
"16353",90628,"Si","No",3414,"Masculino",2,"No","Viudo","No"
"16354",37370,"No","Si",5820,"Femenino",8,"Si","Divorciado","No"
"16355",63221,"Si","Si",5673,"Femenino",4,"Si","Separado","Si"
"16356",27895,"No","Si",7390,"Masculino",8,"Si","Casado","Si"
"16357",95250,"No","No",3803,"Femenino",4,"Si","Casado","No"
"16358",69868,"Si","Si",9441,"Masculino",0,"No","Viudo","No"
"16359",66332,"No","Si",2323,"Masculino",4,"Si","Casado","Si"
"16360",55917,"No","No",10674,"Masculino",5,"Si","Separado","No"
"16361",20805,"No","Si",3267,"Femenino",5,"No","Soltero","Si"
"16362",68134,"Si","Si",2978,"Femenino",8,"Si","Separado","Si"
"16363",39395,"No","No",5687,"Masculino",0,"No","Separado","Si"
"16364",101963,"No","No",6743,"Femenino",0,"Si","Separado","Si"
"16365",57153,"Si","No",8939,"Femenino",2,"Si","Casado","Si"
"16366",31266,"No","No",2714,"Femenino",2,"No","Separado","No"
"16367",56396,"No","No",9850,"Masculino",7,"No","Soltero","Si"
"16368",20536,"Si","No",5450,"Femenino",3,"No","Viudo","No"
"16369",91218,"No","No",2975,"Femenino",1,"Si","Divorciado","No"
"16370",30844,"No","No",1973,"Femenino",5,"Si","Casado","No"
"16371",95218,"No","No",2768,"Masculino",3,"No","Viudo","No"
"16372",90592,"No","No",3604,"Masculino",2,"No","Divorciado","No"
"16373",95126,"No","No",7598,"Femenino",2,"Si","Soltero","No"
"16374",50610,"Si","Si",4500,"Femenino",3,"Si","Divorciado","Si"
"16375",43959,"Si","No",5741,"Masculino",2,"No","Separado","No"
"16376",23405,"No","No",3557,"Masculino",1,"Si","Divorciado","Si"
"16377",31475,"No","Si",6233,"Masculino",6,"Si","Casado","No"
"16378",42607,"No","No",7770,"Masculino",3,"No","Divorciado","Si"
"16379",50314,"No","Si",4323,"Femenino",8,"Si","Soltero","Si"
"16380",47273,"Si","Si",7128,"Femenino",3,"Si","Casado","No"
"16381",85607,"Si","No",8313,"Masculino",1,"Si","Separado","No"
"16382",80368,"No","No",7712,"Masculino",6,"Si","Soltero","No"
"16383",78061,"No","Si",6075,"Femenino",5,"Si","Casado","No"
"16384",62493,"Si","No",6015,"Femenino",3,"Si","Divorciado","Si"
"16385",57186,"No","Si",4222,"Femenino",2,"Si","Separado","Si"
"16386",47820,"No","Si",5642,"Masculino",0,"No","Soltero","Si"
"16387",55497,"No","No",10463,"Femenino",1,"Si","Soltero","Si"
"16388",105284,"No","Si",6263,"Masculino",7,"Si","Casado","No"
"16389",72561,"No","Si",5427,"Femenino",2,"Si","Viudo","Si"
"16390",37579,"Si","No",4039,"Femenino",0,"Si","Separado","Si"
"16391",80983,"No","Si",4434,"Femenino",7,"No","Viudo","No"
"16392",105828,"Si","Si",1520,"Masculino",7,"Si","Casado","Si"
"16393",19795,"No","No",8567,"Femenino",5,"Si","Divorciado","Si"
"16394",34160,"No","No",10611,"Femenino",1,"No","Viudo","Si"
"16395",40744,"Si","No",5592,"Masculino",6,"No","Separado","Si"
"16396",66032,"Si","Si",2200,"Femenino",7,"Si","Divorciado","No"
"16397",83009,"Si","No",5018,"Femenino",3,"Si","Casado","No"
"16398",76644,"No","Si",6170,"Masculino",2,"No","Soltero","Si"
"16399",99931,"No","No",2702,"Masculino",8,"Si","Viudo","Si"
"16400",100226,"Si","No",4313,"Masculino",0,"Si","Viudo","Si"
"16401",72791,"Si","No",6619,"Masculino",7,"No","Separado","No"
"16402",38592,"Si","Si",2938,"Femenino",8,"No","Separado","Si"
"16403",88545,"Si","Si",10276,"Femenino",5,"Si","Soltero","No"
"16404",30012,"No","No",1901,"Masculino",8,"No","Casado","Si"
"16405",60684,"Si","No",4477,"Femenino",4,"No","Divorciado","No"
"16406",21986,"Si","No",9821,"Femenino",7,"Si","Divorciado","No"
"16407",32757,"Si","Si",10348,"Masculino",7,"Si","Soltero","No"
"16408",29130,"Si","No",6883,"Masculino",3,"No","Divorciado","No"
"16409",86770,"Si","No",9673,"Femenino",6,"Si","Viudo","No"
"16410",56208,"No","No",6997,"Femenino",2,"No","Soltero","Si"
"16411",100708,"Si","Si",7257,"Masculino",8,"No","Separado","No"
"16412",76086,"Si","Si",10033,"Femenino",8,"No","Soltero","No"
"16413",65288,"No","Si",1650,"Masculino",7,"Si","Divorciado","No"
"16414",61182,"No","Si",3769,"Masculino",5,"Si","Soltero","No"
"16415",37050,"Si","Si",3497,"Femenino",6,"Si","Divorciado","Si"
"16416",46305,"No","Si",2169,"Femenino",0,"Si","Soltero","No"
"16417",92590,"No","Si",10330,"Masculino",0,"Si","Divorciado","No"
"16418",28709,"Si","No",8664,"Femenino",2,"No","Divorciado","No"
"16419",81721,"No","Si",2182,"Masculino",6,"No","Divorciado","Si"
"16420",64026,"No","No",4763,"Femenino",2,"Si","Soltero","No"
"16421",104520,"No","No",4444,"Masculino",3,"No","Viudo","Si"
"16422",38067,"Si","Si",1584,"Femenino",2,"Si","Divorciado","No"
"16423",90569,"Si","Si",9873,"Masculino",0,"No","Viudo","Si"
"16424",23450,"Si","No",8604,"Masculino",1,"Si","Soltero","Si"
"16425",33420,"Si","Si",4964,"Masculino",6,"No","Viudo","Si"
"16426",28181,"No","Si",4209,"Femenino",4,"Si","Casado","Si"
"16427",51442,"No","No",4113,"Masculino",5,"Si","Casado","No"
"16428",70934,"No","No",7076,"Masculino",1,"No","Viudo","Si"
"16429",46631,"No","No",9603,"Femenino",6,"Si","Divorciado","No"
"16430",85377,"Si","No",5070,"Femenino",7,"No","Divorciado","Si"
"16431",96531,"No","No",10497,"Masculino",2,"No","Separado","No"
"16432",78366,"No","No",10991,"Masculino",6,"Si","Soltero","No"
"16433",88901,"No","No",8377,"Femenino",3,"No","Soltero","No"
"16434",27106,"No","No",8032,"Masculino",0,"Si","Viudo","No"
"16435",29281,"Si","No",8877,"Masculino",2,"Si","Divorciado","Si"
"16436",26484,"Si","Si",7377,"Femenino",4,"No","Soltero","Si"
"16437",86853,"Si","Si",2554,"Femenino",3,"No","Separado","No"
"16438",38780,"Si","Si",4411,"Femenino",8,"No","Soltero","Si"
"16439",27487,"Si","Si",7269,"Femenino",2,"No","Casado","Si"
"16440",91732,"No","Si",6125,"Masculino",2,"Si","Soltero","Si"
"16441",18835,"Si","Si",4060,"Femenino",8,"No","Casado","No"
"16442",29752,"No","No",3577,"Masculino",4,"Si","Separado","Si"
"16443",97286,"Si","Si",5933,"Masculino",6,"Si","Viudo","No"
"16444",58073,"No","Si",3499,"Femenino",5,"No","Viudo","No"
"16445",104134,"Si","Si",10726,"Femenino",0,"Si","Divorciado","Si"
"16446",51480,"No","No",3869,"Masculino",0,"Si","Divorciado","No"
"16447",102460,"Si","No",8442,"Femenino",7,"Si","Soltero","No"
"16448",30956,"No","No",7253,"Masculino",4,"Si","Soltero","Si"
"16449",79598,"Si","No",3744,"Femenino",2,"Si","Viudo","Si"
"16450",65673,"Si","Si",6623,"Femenino",4,"No","Casado","No"
"16451",84960,"Si","No",10858,"Femenino",0,"Si","Viudo","Si"
"16452",54256,"Si","No",1501,"Femenino",0,"No","Divorciado","No"
"16453",30531,"No","Si",6569,"Femenino",7,"No","Soltero","Si"
"16454",47156,"Si","No",5596,"Masculino",0,"Si","Viudo","Si"
"16455",25490,"No","Si",7775,"Masculino",3,"Si","Viudo","No"
"16456",43235,"No","Si",6839,"Masculino",4,"Si","Casado","Si"
"16457",88138,"No","No",2363,"Femenino",6,"No","Viudo","Si"
"16458",98346,"Si","No",1857,"Femenino",5,"No","Divorciado","Si"
"16459",27811,"Si","No",9932,"Masculino",5,"Si","Divorciado","Si"
"16460",31429,"Si","Si",10084,"Masculino",5,"No","Divorciado","Si"
"16461",52915,"Si","No",3503,"Masculino",2,"Si","Separado","No"
"16462",85143,"No","No",9488,"Masculino",8,"No","Casado","No"
"16463",85525,"No","No",1309,"Masculino",0,"No","Divorciado","No"
"16464",44385,"No","Si",6383,"Femenino",1,"Si","Soltero","Si"
"16465",71207,"Si","Si",9623,"Masculino",2,"No","Divorciado","Si"
"16466",66027,"No","Si",7547,"Masculino",7,"Si","Separado","Si"
"16467",100252,"No","No",6927,"Femenino",8,"No","Divorciado","Si"
"16468",21594,"No","Si",10321,"Masculino",6,"No","Soltero","No"
"16469",46074,"No","No",4187,"Masculino",1,"No","Separado","Si"
"16470",31446,"No","No",2569,"Femenino",2,"Si","Divorciado","Si"
"16471",57672,"Si","Si",2862,"Femenino",8,"Si","Casado","Si"
"16472",56069,"Si","Si",6100,"Masculino",4,"Si","Soltero","Si"
"16473",63250,"Si","Si",10721,"Masculino",5,"Si","Separado","Si"
"16474",67721,"Si","No",2995,"Masculino",3,"No","Casado","No"
"16475",95563,"Si","No",9674,"Masculino",0,"No","Casado","Si"
"16476",91581,"Si","Si",8610,"Masculino",1,"No","Divorciado","No"
"16477",101150,"Si","No",7189,"Femenino",5,"Si","Soltero","No"
"16478",71330,"No","No",3681,"Masculino",8,"Si","Casado","Si"
"16479",44835,"Si","Si",6966,"Masculino",2,"Si","Separado","Si"
"16480",79123,"No","No",5813,"Masculino",7,"Si","Casado","No"
"16481",57860,"No","No",10607,"Femenino",7,"No","Divorciado","Si"
"16482",96950,"No","No",10445,"Femenino",4,"Si","Viudo","Si"
"16483",27089,"Si","Si",7720,"Masculino",8,"Si","Soltero","No"
"16484",83683,"No","No",2480,"Femenino",8,"No","Divorciado","No"
"16485",18317,"Si","No",1266,"Femenino",4,"Si","Viudo","Si"
"16486",22435,"Si","Si",2841,"Masculino",0,"No","Separado","Si"
"16487",37676,"Si","Si",8100,"Femenino",2,"No","Divorciado","Si"
"16488",58148,"No","No",4133,"Masculino",1,"Si","Soltero","No"
"16489",57582,"No","No",3497,"Masculino",8,"Si","Separado","Si"
"16490",43730,"No","No",2134,"Femenino",3,"Si","Soltero","No"
"16491",97706,"No","No",4590,"Masculino",4,"No","Casado","No"
"16492",25216,"Si","No",2707,"Femenino",4,"Si","Casado","Si"
"16493",67334,"Si","No",9279,"Masculino",0,"No","Divorciado","Si"
"16494",101552,"Si","No",9871,"Masculino",8,"Si","Divorciado","No"
"16495",40387,"No","No",2301,"Masculino",7,"No","Casado","No"
"16496",95584,"No","Si",3607,"Femenino",3,"Si","Casado","No"
"16497",37722,"No","Si",10767,"Femenino",4,"Si","Viudo","Si"
"16498",84481,"Si","No",5900,"Femenino",1,"Si","Casado","No"
"16499",54657,"No","No",1824,"Masculino",2,"No","Casado","Si"
"16500",102617,"No","Si",7396,"Masculino",3,"Si","Casado","No"
"16501",52362,"No","No",2220,"Femenino",5,"Si","Divorciado","Si"
"16502",75812,"No","No",2251,"Masculino",8,"Si","Viudo","No"
"16503",80126,"Si","No",5252,"Femenino",2,"No","Divorciado","No"
"16504",93035,"No","No",8566,"Femenino",5,"No","Viudo","No"
"16505",57638,"No","Si",2002,"Masculino",1,"Si","Viudo","No"
"16506",69246,"No","Si",8090,"Femenino",2,"No","Separado","No"
"16507",54789,"No","No",7688,"Femenino",7,"Si","Viudo","Si"
"16508",20205,"No","Si",5159,"Femenino",7,"No","Separado","No"
"16509",99296,"Si","No",9869,"Masculino",4,"No","Casado","Si"
"16510",70120,"No","Si",10490,"Femenino",1,"No","Divorciado","Si"
"16511",76352,"No","No",3370,"Masculino",2,"No","Soltero","Si"
"16512",98335,"Si","No",4694,"Masculino",3,"Si","Soltero","Si"
"16513",31194,"Si","Si",8900,"Masculino",4,"Si","Viudo","No"
"16514",79728,"Si","Si",1946,"Femenino",0,"No","Soltero","Si"
"16515",48739,"No","Si",1917,"Masculino",0,"Si","Divorciado","Si"
"16516",76154,"No","No",9130,"Masculino",1,"No","Soltero","Si"
"16517",20852,"No","Si",10843,"Masculino",6,"No","Divorciado","No"
"16518",37035,"Si","Si",10723,"Masculino",5,"No","Soltero","Si"
"16519",105824,"Si","No",3491,"Femenino",1,"No","Casado","Si"
"16520",18122,"Si","Si",5330,"Masculino",6,"No","Casado","Si"
"16521",18193,"Si","No",5181,"Femenino",7,"Si","Casado","No"
"16522",35326,"Si","No",6583,"Masculino",4,"Si","Separado","Si"
"16523",56261,"Si","No",4874,"Masculino",4,"Si","Casado","No"
"16524",41992,"Si","Si",10364,"Femenino",4,"Si","Soltero","No"
"16525",18823,"No","No",2405,"Femenino",7,"Si","Viudo","No"
"16526",31695,"No","Si",7822,"Femenino",5,"Si","Viudo","No"
"16527",23208,"No","Si",6586,"Masculino",8,"No","Soltero","No"
"16528",54593,"No","Si",6969,"Masculino",0,"Si","Separado","Si"
"16529",26735,"Si","No",4820,"Femenino",0,"No","Casado","No"
"16530",30100,"Si","Si",4815,"Femenino",2,"Si","Divorciado","No"
"16531",53946,"Si","Si",5246,"Femenino",4,"Si","Divorciado","Si"
"16532",60574,"Si","Si",4376,"Masculino",2,"No","Separado","Si"
"16533",99168,"Si","Si",10106,"Femenino",7,"No","Casado","No"
"16534",29574,"Si","Si",3269,"Femenino",8,"No","Viudo","No"
"16535",68792,"No","No",5941,"Masculino",2,"Si","Soltero","No"
"16536",73815,"No","No",7898,"Masculino",3,"No","Viudo","No"
"16537",34245,"No","No",7350,"Femenino",3,"Si","Soltero","Si"
"16538",98955,"No","No",6548,"Masculino",8,"No","Viudo","No"
"16539",93844,"Si","No",7933,"Masculino",0,"No","Soltero","No"
"16540",69596,"Si","Si",8476,"Masculino",7,"No","Divorciado","No"
"16541",53481,"No","Si",1499,"Femenino",1,"Si","Separado","Si"
"16542",21315,"No","Si",5146,"Masculino",1,"No","Separado","No"
"16543",26198,"No","No",6389,"Femenino",6,"No","Divorciado","Si"
"16544",58442,"No","Si",5035,"Masculino",1,"No","Viudo","Si"
"16545",30657,"Si","No",1869,"Masculino",4,"No","Divorciado","Si"
"16546",55033,"No","No",5823,"Femenino",1,"No","Casado","Si"
"16547",44075,"Si","No",7641,"Masculino",6,"No","Divorciado","No"
"16548",79602,"No","Si",3247,"Masculino",0,"No","Soltero","Si"
"16549",38992,"No","Si",8148,"Masculino",5,"No","Soltero","Si"
"16550",54499,"Si","Si",1421,"Masculino",6,"No","Divorciado","Si"
"16551",74317,"Si","No",4331,"Masculino",1,"Si","Separado","No"
"16552",56227,"Si","Si",10873,"Masculino",8,"Si","Casado","Si"
"16553",35519,"Si","Si",3021,"Masculino",3,"Si","Viudo","Si"
"16554",86674,"No","No",9668,"Femenino",6,"No","Soltero","Si"
"16555",46994,"No","Si",1208,"Masculino",5,"Si","Separado","No"
"16556",78630,"No","No",5877,"Masculino",2,"Si","Soltero","Si"
"16557",19256,"No","No",5258,"Masculino",0,"No","Soltero","No"
"16558",85373,"No","Si",9330,"Masculino",0,"No","Divorciado","No"
"16559",42618,"No","No",6050,"Masculino",1,"No","Viudo","No"
"16560",21719,"Si","No",3295,"Femenino",8,"Si","Casado","Si"
"16561",50625,"No","Si",9216,"Masculino",1,"Si","Separado","No"
"16562",25095,"No","Si",6937,"Femenino",7,"No","Casado","Si"
"16563",64933,"Si","Si",5259,"Masculino",3,"Si","Viudo","No"
"16564",58529,"Si","Si",8103,"Masculino",8,"Si","Divorciado","Si"
"16565",60715,"No","No",1875,"Femenino",7,"Si","Soltero","No"
"16566",41213,"No","No",3927,"Masculino",8,"No","Separado","Si"
"16567",75711,"Si","No",10306,"Femenino",3,"Si","Soltero","Si"
"16568",25723,"No","No",5660,"Femenino",3,"No","Casado","Si"
"16569",42864,"No","No",8993,"Femenino",3,"Si","Separado","No"
"16570",85249,"Si","Si",7973,"Masculino",4,"No","Casado","No"
"16571",27520,"Si","Si",8090,"Masculino",4,"No","Soltero","Si"
"16572",25003,"Si","No",1825,"Masculino",2,"No","Casado","Si"
"16573",27658,"No","Si",8102,"Masculino",3,"Si","Casado","No"
"16574",78737,"No","No",4926,"Masculino",5,"Si","Divorciado","No"
"16575",35507,"No","No",3596,"Masculino",8,"Si","Divorciado","No"
"16576",36421,"Si","Si",4218,"Femenino",1,"No","Soltero","Si"
"16577",44682,"No","No",9610,"Femenino",2,"No","Soltero","Si"
"16578",61138,"Si","Si",6313,"Masculino",3,"No","Separado","No"
"16579",102984,"Si","Si",10379,"Femenino",8,"No","Casado","Si"
"16580",44019,"Si","No",8904,"Femenino",5,"No","Viudo","No"
"16581",52085,"No","No",10581,"Femenino",4,"Si","Soltero","Si"
"16582",99401,"No","No",9266,"Femenino",3,"No","Divorciado","No"
"16583",21707,"Si","Si",8885,"Femenino",6,"Si","Casado","No"
"16584",95387,"No","Si",6838,"Femenino",2,"No","Soltero","Si"
"16585",79742,"Si","No",1278,"Femenino",0,"Si","Soltero","No"
